method,path,file,line,handler,module,guards,public,roles,kind,svcCall,hasFrontendCaller
POST,/api/hr-v2/telegram-bots/send,modules/hr/telegram-bots/telegram-bots.controller.ts,49,sendMessage,hr,"JwtAuthGuard",false,,svc,svc.sendMessage,true
POST,/api/hr-v2/telegram-bots/broadcast,modules/hr/telegram-bots/telegram-bots.controller.ts,62,broadcast,hr,"JwtAuthGuard",false,,svc,svc.broadcastToAll,true
POST,/api/hr-v2/telegram-bots/internal-vacancy-published,modules/hr/telegram-bots/telegram-bots.controller.ts,71,internalVacancyPublished,hr,"JwtAuthGuard",false,,svc,svc.onInternalVacancyPublished,true
POST,/api/hr-v2/telegram-bots/notify-employee,modules/hr/telegram-bots/telegram-bots.controller.ts,85,notifyEmployee,hr,"JwtAuthGuard",false,,svc,svc.notifyEmployee,true
POST,/api/hr-v2/telegram-bots/notify-hr,modules/hr/telegram-bots/telegram-bots.controller.ts,99,notifyHr,hr,"JwtAuthGuard",false,,svc,svc.notifyHrGroup,true
GET,/api/integration/employee-complaints/:id,modules/integration/integration-employee.controller.ts,51,getComplaints,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getEmployeeComplaints,true
GET,/api/integration/employee-assessment-skips/:id,modules/integration/integration-employee.controller.ts,60,getAssessmentSkips,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getEmployeeAssessmentSkips,true
GET,/api/integration/swap-requests,modules/integration/integration-employee.controller.ts,68,getSwapRequests,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getSwapRequests,true
GET,/api/integration/skill-gap/:id,modules/integration/integration-employee.controller.ts,80,getSkillGap,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getSkillGap,true
GET,/api/integration/employee-mentorships/:id,modules/integration/integration-employee.controller.ts,89,getMentorships,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getEmployeeMentorships,true
GET,/api/integration/employee-mes-summary/:id,modules/integration/integration-employee.controller.ts,97,getMesSummary,integration,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getEmployeeMesSummary,true
GET,/api/integration/employee-wms-summary/:id,modules/integration/integration-employee.controller.ts,109,getWmsSummary,integration,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getEmployeeWmsSummary,true
GET,/api/integration/employee-complaints,modules/integration/integration-employee.controller.ts,118,getEmployeeComplaintsList,integration,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getAllComplaints,true
GET,/api/integration/employee-assessment-skips,modules/integration/integration-employee.controller.ts,127,getEmployeeAssessmentSkipsList,integration,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getAllAssessmentSkips,true
GET,/api/integration/skill-gap,modules/integration/integration-employee.controller.ts,136,getSkillGapList,integration,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getAllMentorships,true
GET,/api/integration/employee-mentorships,modules/integration/integration-employee.controller.ts,151,getEmployeeMentorshipsList,integration,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getAllMentorships,true
GET,/api/integration/employee-mes-summary,modules/integration/integration-employee.controller.ts,160,getEmployeeMesSummaryList,integration,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getAllMesSummary,true
GET,/api/integration/employee-wms-summary,modules/integration/integration-employee.controller.ts,169,getEmployeeWmsSummaryList,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAllWmsSummary,true
GET,/api/integration/expense,modules/integration/integration-employee.controller.ts,177,getExpenseList,integration,"JwtAuthGuard, RolesGuard",false,,real?,,true
POST,/api/integration/expense,modules/integration/integration-employee.controller.ts,190,createExpense,integration,"JwtAuthGuard, RolesGuard",false,,real?,,true
GET,/api/integration/invoice,modules/integration/integration-employee.controller.ts,212,getInvoiceList,integration,"JwtAuthGuard, RolesGuard",false,,real?,,true
POST,/api/integration/invoice,modules/integration/integration-employee.controller.ts,225,createInvoice,integration,"JwtAuthGuard, RolesGuard",false,,real?,,true
GET,/api/integration/hr-lms/position-skills,modules/integration/integration-extended-hr.controller.ts,37,getPositionSkills,integration,"JwtAuthGuard, RolesGuard",false,...SKILLS_ROLES,svc,repo.findHrLmsPositionSkills,true
GET,/api/integration/hr-lms/employee-skills,modules/integration/integration-extended-hr.controller.ts,46,getEmployeeSkills,integration,"JwtAuthGuard, RolesGuard",false,...SKILLS_ROLES,svc,repo.findHrLmsEmployeeSkills,true
GET,/api/integration/hr-lms/expiring-certifications,modules/integration/integration-extended-hr.controller.ts,55,getExpiringCertifications,integration,"JwtAuthGuard, RolesGuard",false,...HR_ROLES,svc,repo.findHrLmsExpiringCertifications,true
GET,/api/integration/hr-lms/stats,modules/integration/integration-extended-hr.controller.ts,64,getHrLmsStats,integration,"JwtAuthGuard, RolesGuard",false,...HR_ROLES,svc,repo.getHrLmsStats,true
GET,/api/integration/employee-rating/ratings/:year/:month,modules/integration/integration-extended-hr.controller.ts,73,getEmployeeRatingsByPeriod,integration,"JwtAuthGuard, RolesGuard",false,...HR_ROLES,svc,repo.findEmployeeRatings,true
GET,/api/integration/employee-rating/ratings,modules/integration/integration-extended-hr.controller.ts,85,getEmployeeRatings,integration,"JwtAuthGuard, RolesGuard",false,...HR_ROLES,svc,repo.findEmployeeRatings,true
GET,/api/integration/employee-rating/goals,modules/integration/integration-extended-hr.controller.ts,117,getEmployeeRatingGoals,integration,"JwtAuthGuard, RolesGuard",false,...HR_ROLES,svc,repo.findEmployeeRatingGoals,true
GET,/api/integration/employee-rating/stats,modules/integration/integration-extended-hr.controller.ts,136,getEmployeeRatingStats,integration,"JwtAuthGuard, RolesGuard",false,...HR_ROLES,svc,repo.getEmployeeRatingStats,true
GET,/api/integration/vendor-performance,modules/integration/integration-extended-hr.controller.ts,153,getVendorPerformance,integration,"JwtAuthGuard, RolesGuard",false,...VENDOR_ROLES,svc,repo.findVendorPerformance,true
GET,/api/integration/vendor-performance/spend-analysis,modules/integration/integration-extended-hr.controller.ts,162,getVendorSpendAnalysis,integration,"JwtAuthGuard, RolesGuard",false,...VENDOR_ROLES,svc,repo.findVendorSpendAnalysis,true
GET,/api/integration/pm-upcoming,modules/integration/integration-extended-hr.controller.ts,171,getPmUpcomingAlias,integration,"JwtAuthGuard, RolesGuard",false,'admin','super_admin','manager','director','warehouse','warehouse_manager',svc,mroRepo.findPmUpcoming,false
GET,/api/integration/mro/pm-upcoming,modules/integration/integration-extended-hr.controller.ts,188,getPmUpcoming,integration,"JwtAuthGuard, RolesGuard",false,'admin','super_admin','manager','director','warehouse','warehouse_manager',svc,repo.findPmUpcoming,true
GET,/api/integration/equipment,modules/integration/integration-extended.controller.ts,42,getEquipment,integration,"JwtAuthGuard, RolesGuard",false,...MRO_ROLES,svc,repo.findFlatEquipment,true
POST,/api/integration/equipment,modules/integration/integration-extended.controller.ts,52,createEquipment,integration,"JwtAuthGuard, RolesGuard",false,...ADMIN_ROLES,svc,repo.insertFlatEquipment,true
GET,/api/integration/requests,modules/integration/integration-extended.controller.ts,66,getFlatRequests,integration,"JwtAuthGuard, RolesGuard",false,...MRO_ROLES,svc,repo.findFlatRequests,true
POST,/api/integration/requests,modules/integration/integration-extended.controller.ts,76,createFlatRequest,integration,"JwtAuthGuard, RolesGuard",false,...ADMIN_ROLES,svc,repo.insertFlatRequest,true
GET,/api/integration/items,modules/integration/integration-extended.controller.ts,90,getFlatItems,integration,"JwtAuthGuard, RolesGuard",false,...MRO_ROLES,svc,repo.findFlatItems,true
POST,/api/integration/items,modules/integration/integration-extended.controller.ts,100,createFlatItem,integration,"JwtAuthGuard, RolesGuard",false,...ADMIN_ROLES,svc,repo.insertFlatItem,true
GET,/api/integration/stats,modules/integration/integration-extended.controller.ts,115,getFlatStats,integration,"JwtAuthGuard, RolesGuard",false,...ALL_ROLES,svc,repo.getFlatStats,true
GET,/api/integration/mro,modules/integration/integration-extended.controller.ts,124,getMroOverview,integration,"JwtAuthGuard, RolesGuard",false,...ALL_ROLES,svc,repo.getMroOverview,true
GET,/api/integration/shifts,modules/integration/integration-extended.controller.ts,133,getShifts,integration,"JwtAuthGuard, RolesGuard",false,...ALL_ROLES,svc,repo.findShifts,true
GET,/api/integration/expense/expense-requests/all,modules/integration/integration-extended.controller.ts,142,getAllExpenseRequests,integration,"JwtAuthGuard, RolesGuard",false,...ALL_ROLES,svc,repo.findExpenseRequests,true
GET,/api/integration/expense/expense-requests,modules/integration/integration-extended.controller.ts,151,getExpenseRequests,integration,"JwtAuthGuard, RolesGuard",false,...ALL_ROLES,svc,repo.findExpenseRequests,true
POST,/api/integration/expense/expense-requests,modules/integration/integration-extended.controller.ts,162,createExpenseRequest,integration,"JwtAuthGuard, RolesGuard",false,...ADMIN_ROLES,svc,repo.insertExpenseRequest,true
GET,/api/integration/expense/expense-stats,modules/integration/integration-extended.controller.ts,176,getExpenseStats,integration,"JwtAuthGuard, RolesGuard",false,...ALL_ROLES,svc,repo.getExpenseStats,true
GET,/api/integration/expense/advance-payments,modules/integration/integration-extended.controller.ts,194,getAdvancePayments,integration,"JwtAuthGuard, RolesGuard",false,...ALL_ROLES,svc,repo.findAdvancePayments,true
PUT,/api/integration/expense-requests/:id/approve,modules/integration/integration-extended.controller.ts,205,approveExpenseRequest,integration,"JwtAuthGuard, RolesGuard",false,...ADMIN_ROLES,svc,repo.approveExpenseRequest,true
GET,/api/integration/gl/stock-gl-postings,modules/integration/integration-extended.controller.ts,215,getGlPostings,integration,"JwtAuthGuard, RolesGuard",false,...FINANCE_ROLES,svc,repo.findGlPostings,true
GET,/api/integration/gl/stock-gl-postings/stats,modules/integration/integration-extended.controller.ts,224,getGlStats,integration,"JwtAuthGuard, RolesGuard",false,...FINANCE_ROLES,svc,repo.getGlPostingStats,true
GET,/api/integration/gl/gl-account-mapping,modules/integration/integration-extended.controller.ts,233,getGlAccountMapping,integration,"JwtAuthGuard, RolesGuard",false,...FINANCE_ROLES,svc,repo.findGlAccountMapping,true
GET,/api/integration/invoice/vendor-invoices,modules/integration/integration-extended.controller.ts,242,getVendorInvoices,integration,"JwtAuthGuard, RolesGuard",false,...FINANCE_ROLES,svc,repo.findVendorInvoices,true
GET,/api/integration/invoice/three-way-match/stats,modules/integration/integration-extended.controller.ts,251,getThreeWayMatchStats,integration,"JwtAuthGuard, RolesGuard",false,...FINANCE_ROLES,svc,repo.getThreeWayMatchStats,true
GET,/api/integration/invoice/three-way-match/results,modules/integration/integration-extended.controller.ts,260,getThreeWayMatchResults,integration,"JwtAuthGuard, RolesGuard",false,...FINANCE_ROLES,svc,repo.findThreeWayMatchResults,true
POST,/api/integration/invoice/three-way-match/:invoiceId,modules/integration/integration-extended.controller.ts,271,performThreeWayMatch,integration,"JwtAuthGuard, RolesGuard",false,...ADMIN_ROLES,svc,repo.performThreeWayMatch,true
GET,/api/integration/mro/items,modules/integration/integration-mro.controller.ts,43,getItems,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getItems,true
POST,/api/integration/mro/items,modules/integration/integration-mro.controller.ts,52,createItem,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.createItem,true
GET,/api/integration/mro/requests,modules/integration/integration-mro.controller.ts,62,getRequests,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getRequests,true
POST,/api/integration/mro/requests,modules/integration/integration-mro.controller.ts,71,createRequest,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.createRequest,true
GET,/api/integration/mro/equipment,modules/integration/integration-mro.controller.ts,81,getEquipment,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getEquipment,true
GET,/api/integration/mro/stats,modules/integration/integration-mro.controller.ts,89,getStats,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getStats,true
GET,/api/integration/mro/budgets,modules/integration/integration-mro.controller.ts,97,getBudgets,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getBudgets,true
GET,/api/integration/mro/cleaning-schedules,modules/integration/integration-mro.controller.ts,105,getCleaningSchedules,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getCleaningSchedules,true
GET,/api/integration/mro/utility-readings,modules/integration/integration-mro.controller.ts,113,getUtilityReadings,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getUtilityReadings,true
GET,/api/integration/mro/facilities,modules/integration/integration-mro.controller.ts,121,getFacilities,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.getFacilities,true
PATCH,/api/integration/mro/:id/approve,modules/integration/integration-mro.controller.ts,131,approveMro,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.approveRequest,true
PUT,/api/integration/requests/:id/approve,modules/integration/integration-mro.controller.ts,150,approveRequest,integration,"JwtAuthGuard, RolesGuard",false,,svc,svc.approveRequest,true
GET,/api/sap/sales-orders,modules/integration/sap/sap.controller.ts,45,listSalesOrders,integration,"RolesGuard",false,,svc,svc.listSalesOrders,true
GET,/api/sap/sales-orders/:id,modules/integration/sap/sap.controller.ts,61,getSalesOrder,integration,"RolesGuard",false,,svc,svc.getSalesOrder,true
PUT,/api/sap/sales-orders/:id,modules/integration/sap/sap.controller.ts,74,updateSalesOrder,integration,"RolesGuard",false,,svc,svc.updateSalesOrder,true
POST,/api/sap/sales-orders,modules/integration/sap/sap.controller.ts,83,createSalesOrder,integration,"RolesGuard",false,,svc,svc.createSalesOrder,true
PATCH,/api/sap/sales-orders/:id,modules/integration/sap/sap.controller.ts,94,patchSalesOrder,integration,"RolesGuard",false,,svc,svc.updateSalesOrder,true
DELETE,/api/sap/sales-orders/:id,modules/integration/sap/sap.controller.ts,103,deleteSalesOrder,integration,"RolesGuard",false,,svc,svc.deleteSalesOrder,true
GET,/api/camera-ai/summary,modules/iot/presentation/camera-ai.controller.ts,39,getSummary,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getSummary,true
GET,/api/camera-ai/safety-trends,modules/iot/presentation/camera-ai.controller.ts,47,getSafetyTrends,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getSafetyTrends,true
GET,/api/camera-ai/quality-analysis,modules/iot/presentation/camera-ai.controller.ts,56,getQualityAnalysis,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getQualityAnalysis,true
GET,/api/camera-ai/productivity-scores,modules/iot/presentation/camera-ai.controller.ts,64,getProductivityScores,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getProductivityScores,true
GET,/api/camera-ai/machine-utilization,modules/iot/presentation/camera-ai.controller.ts,72,getMachineUtilization,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getMachineUtilization,true
GET,/api/camera-ai/anomaly-detection,modules/iot/presentation/camera-ai.controller.ts,80,getAnomalyDetection,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getAnomalyDetection,true
GET,/api/camera-ai/cameras,modules/iot/presentation/camera-ai.controller.ts,88,listCamerasAi,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.listCamerasAi,true
GET,/api/camera-ai/cameras/:id/trigger-rules,modules/iot/presentation/camera-ai.controller.ts,97,getCameraTriggerRules,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getCameraTriggerRules,true
PUT,/api/camera-ai/cameras/:id/prompt,modules/iot/presentation/camera-ai.controller.ts,108,updateCameraPrompt,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.updateCameraPrompt,true
PUT,/api/camera-ai/cameras/:id/trigger-rules,modules/iot/presentation/camera-ai.controller.ts,128,updateCameraTriggerRules,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.updateCameraTriggerRulesFromBody,true
GET,/api/camera-alerts,modules/iot/presentation/camera-alerts.controller.ts,50,getAlerts,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getCameraAlerts,true
POST,/api/camera-alerts/:id/acknowledge,modules/iot/presentation/camera-alerts.controller.ts,61,acknowledge,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.acknowledgeCameraAlert,true
POST,/api/camera-alerts/:id/resolve,modules/iot/presentation/camera-alerts.controller.ts,71,resolve,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.resolveCameraAlert,true
PATCH,/api/camera-alerts/:id/acknowledge,modules/iot/presentation/camera-alerts.controller.ts,86,patchAcknowledge,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.acknowledgeCameraAlert,true
PATCH,/api/camera-alerts/:id/resolve,modules/iot/presentation/camera-alerts.controller.ts,96,patchResolve,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.resolveCameraAlert,true
GET,/api/camera-settings,modules/iot/presentation/camera-alerts.controller.ts,116,getSettings,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getCameraSettings,true
PUT,/api/camera-settings,modules/iot/presentation/camera-alerts.controller.ts,125,updateSettings,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.updateCameraSettings,true
GET,/api/cameras,modules/iot/presentation/camera-alerts.controller.ts,142,list,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.listAllCameras,true
GET,/api/cameras/:id,modules/iot/presentation/camera-alerts.controller.ts,154,getOne,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getCameraById,true
PATCH,/api/cameras/:id,modules/iot/presentation/camera-alerts.controller.ts,171,patchAi,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.patchCameraAi,true
GET,/api/camera-employee-ratings,modules/iot/presentation/camera-alerts.controller.ts,191,getRatings,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getCameraEmployeeRatings,true
POST,/api/ai-camera/analyze-by-missions,modules/iot/presentation/camera-alerts.controller.ts,208,analyzeByMissions,iot,"JwtAuthGuard, RolesGuard",false,...CAM_WRITE,svc,svc.getDashboard,true
GET,/api/machine-status-current,modules/iot/presentation/camera-alerts.controller.ts,227,getCurrent,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getMachineStatusCurrent,true
GET,/api/machine-status-logs,modules/iot/presentation/camera-alerts.controller.ts,242,getLogs,iot,"JwtAuthGuard, RolesGuard",false,...CAM_READ,svc,svc.getMachineStatusLogs,true
