method,path,file,line,handler,module,guards,public,roles,kind,svcCall,hasFrontendCaller
GET,/api/qc/tests/recent,modules/qc/presentation/qc-parameters.controller.ts,113,getRecentTests,qc,"JwtAuthGuard, RolesGuard",false,...QC_ROLES,svc,svc.getRecentTests,true
GET,/api/qc/tests/:id,modules/qc/presentation/qc-parameters.controller.ts,120,getTestById,qc,"JwtAuthGuard, RolesGuard",false,...QC_ROLES,svc,svc.createTest,true
POST,/api/qc/tests,modules/qc/presentation/qc-parameters.controller.ts,138,createTest,qc,"JwtAuthGuard, RolesGuard",false,...QC_ROLES,svc,svc.createTest,true
POST,/api/qc/tests/:id/ai-analyze,modules/qc/presentation/qc-parameters.controller.ts,147,aiAnalyzeTest,qc,"JwtAuthGuard, RolesGuard",false,...QC_ROLES,svc,svc.aiAnalyzeTest,true
DELETE,/api/qc/standards/:id,modules/qc/presentation/qc-parameters.controller.ts,154,deleteStandard,qc,"JwtAuthGuard, RolesGuard",false,...QC_ADMIN,svc,svc.deleteStandard,true
GET,/api/qc/reclamations,modules/qc/presentation/qc-reclamations.controller.ts,50,getReclamations,qc,"RolesGuard",false,,svc,queryBus.execute,true
GET,/api/qc/reclamations/stats,modules/qc/presentation/qc-reclamations.controller.ts,63,getReclamationStats,qc,"RolesGuard",false,Role.QC_MANAGER,Role.SUPER_ADMIN,svc,queryBus.execute,true
GET,/api/qc/reclamations/:id,modules/qc/presentation/qc-reclamations.controller.ts,83,getReclamationById,qc,"RolesGuard",false,,svc,queryBus.execute,true
POST,/api/qc/reclamations,modules/qc/presentation/qc-reclamations.controller.ts,94,createReclamation,qc,"RolesGuard",false,Role.SALES_MANAGER,Role.QC_MANAGER,Role.SUPER_ADMIN,svc,commandBus.execute,true
GET,/api/company-state/current,modules/remaining/company-state.controller.ts,30,getCurrent,remaining,"RolesGuard",false,,stub/dead,svc.getCurrent,true
GET,/api/company-state/current/v2,modules/remaining/company-state.controller.ts,40,getCurrentV2,remaining,"RolesGuard",false,,stub/dead,svc.getCurrent,true
GET,/api/exceptions,modules/remaining/exception-log.controller.ts,39,getAll,remaining,"JwtAuthGuard",false,,stub/dead,svc.getAll,true
GET,/api/exceptions/v2,modules/remaining/exception-log.controller.ts,52,getAllV2,remaining,"JwtAuthGuard",false,,stub/dead,svc.getAll,true
GET,/api/exceptions/stats,modules/remaining/exception-log.controller.ts,72,getStats,remaining,"JwtAuthGuard",false,,svc,svc.getStats,true
GET,/api/exceptions/:id,modules/remaining/exception-log.controller.ts,77,getOne,remaining,"JwtAuthGuard",false,,svc,svc.getOne,true
POST,/api/exceptions,modules/remaining/exception-log.controller.ts,82,create,remaining,"JwtAuthGuard",false,,svc,svc.create,true
POST,/api/exceptions/advance-bypass,modules/remaining/exception-log.controller.ts,88,advanceBypass,remaining,"JwtAuthGuard",false,,svc,svc.advanceBypass,true
POST,/api/exceptions/status-force,modules/remaining/exception-log.controller.ts,94,statusForce,remaining,"JwtAuthGuard",false,,svc,svc.statusForce,true
POST,/api/exceptions/design-reject,modules/remaining/exception-log.controller.ts,100,designReject,remaining,"JwtAuthGuard",false,,svc,svc.designReject,true
POST,/api/exceptions/advance-block,modules/remaining/exception-log.controller.ts,106,advanceBlock,remaining,"JwtAuthGuard",false,,svc,svc.advanceBlock,true
POST,/api/exceptions/material-shortage,modules/remaining/exception-log.controller.ts,112,materialShortage,remaining,"JwtAuthGuard",false,,svc,svc.materialShortage,true
POST,/api/exceptions/machine-breakdown,modules/remaining/exception-log.controller.ts,118,machineBreakdown,remaining,"JwtAuthGuard",false,,svc,svc.machineBreakdown,true
POST,/api/exceptions/qc-failed,modules/remaining/exception-log.controller.ts,124,qcFailed,remaining,"JwtAuthGuard",false,,svc,svc.qcFailed,true
POST,/api/exceptions/delivery-failed,modules/remaining/exception-log.controller.ts,130,deliveryFailed,remaining,"JwtAuthGuard",false,,svc,svc.deliveryFailed,true
POST,/api/exceptions/employee-absent,modules/remaining/exception-log.controller.ts,136,employeeAbsent,remaining,"JwtAuthGuard",false,,svc,svc.employeeAbsent,true
POST,/api/exceptions/material-not-returned,modules/remaining/exception-log.controller.ts,142,materialNotReturned,remaining,"JwtAuthGuard",false,,svc,svc.materialNotReturned,true
PATCH,/api/exceptions/:id,modules/remaining/exception-log.controller.ts,148,update,remaining,"JwtAuthGuard",false,,svc,svc.update,true
DELETE,/api/exceptions/:id,modules/remaining/exception-log.controller.ts,158,deleteOne,remaining,"JwtAuthGuard",false,,svc,svc.deleteOne,true
POST,/api/exceptions/cert-expiry-check,modules/remaining/exception-log.controller.ts,164,certExpiryCheck,remaining,"JwtAuthGuard",false,,svc,svc.certExpiryCheck,true
GET,/api/legacy/fi/stats,modules/remaining/fi.controller.ts,38,getStats,remaining,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getStats,false
GET,/api/legacy/fi/recent-transactions,modules/remaining/fi.controller.ts,43,getRecentTransactions,remaining,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getRecentTransactions,false
GET,/api/legacy/fi/cost-centers,modules/remaining/fi.controller.ts,48,getCostCenters,remaining,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getCostCenters,false
GET,/api/legacy/fi/cost-centers/v2,modules/remaining/fi.controller.ts,57,getCostCentersV2,remaining,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getCostCenters,false
GET,/api/legacy/fi/cost-centers/:id,modules/remaining/fi.controller.ts,67,getCostCenter,remaining,"JwtAuthGuard, RolesGuard",false,,svc,svc.getCostCenter,false
POST,/api/legacy/fi/cost-centers,modules/remaining/fi.controller.ts,72,createCostCenter,remaining,"JwtAuthGuard, RolesGuard|RolesGuard",false,'finance_manager','accountant','cfo','admin','super_admin',svc,svc.createCostCenter,false
PATCH,/api/legacy/fi/cost-centers/:id,modules/remaining/fi.controller.ts,80,updateCostCenter,remaining,"JwtAuthGuard, RolesGuard|RolesGuard",false,'finance_manager','accountant','cfo','admin','super_admin',svc,svc.updateCostCenter,false
DELETE,/api/legacy/fi/cost-centers/:id,modules/remaining/fi.controller.ts,87,deleteCostCenter,remaining,"JwtAuthGuard, RolesGuard|RolesGuard",false,'finance_manager','accountant','cfo','admin','super_admin',svc,svc.deleteCostCenter,false
GET,/api/legacy/fi/profit-centers,modules/remaining/fi.controller.ts,94,getProfitCenters,remaining,"JwtAuthGuard, RolesGuard",false,,svc,svc.getProfitCenters,false
GET,/api/legacy/fi/profit-centers/:id,modules/remaining/fi.controller.ts,99,getProfitCenter,remaining,"JwtAuthGuard, RolesGuard",false,,svc,svc.getProfitCenter,false
POST,/api/legacy/fi/profit-centers,modules/remaining/fi.controller.ts,104,createProfitCenter,remaining,"JwtAuthGuard, RolesGuard|RolesGuard",false,'finance_manager','accountant','cfo','admin','super_admin',svc,svc.createProfitCenter,false
PATCH,/api/legacy/fi/profit-centers/:id,modules/remaining/fi.controller.ts,112,updateProfitCenter,remaining,"JwtAuthGuard, RolesGuard|RolesGuard",false,'finance_manager','accountant','cfo','admin','super_admin',svc,svc.updateProfitCenter,false
DELETE,/api/legacy/fi/profit-centers/:id,modules/remaining/fi.controller.ts,119,deleteProfitCenter,remaining,"JwtAuthGuard, RolesGuard|RolesGuard",false,'finance_manager','accountant','cfo','admin','super_admin',svc,svc.deleteProfitCenter,false
GET,/api/legacy/fi/gl-documents,modules/remaining/fi.controller.ts,126,getGlDocuments,remaining,"JwtAuthGuard, RolesGuard",false,,svc,svc.getGlDocuments,false
POST,/api/legacy/fi/gl-documents,modules/remaining/fi.controller.ts,131,createGlDocument,remaining,"JwtAuthGuard, RolesGuard|RolesGuard",false,'finance_manager','accountant','cfo','admin','super_admin',svc,svc.createGlDocument,false
GET,/api/legacy/fi/gl-entries,modules/remaining/fi.controller.ts,139,getGlEntries,remaining,"JwtAuthGuard, RolesGuard",false,,svc,svc.getGlEntries,false
GET,/api/legacy/fi/invoices,modules/remaining/fi.controller.ts,144,getInvoices,remaining,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getInvoices,false
GET,/api/legacy/fi/invoices/v2,modules/remaining/fi.controller.ts,156,getInvoicesV2,remaining,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getInvoices,false
GET,/api/ideal-rasm,modules/remaining/ideal-rasm.controller.ts,34,getAll,remaining,"",false,,stub/dead,svc.getAll,true
GET,/api/ideal-rasm/v2,modules/remaining/ideal-rasm.controller.ts,44,getAllV2,remaining,"",false,,stub/dead,svc.getAll,true
PUT,/api/ideal-rasm,modules/remaining/ideal-rasm.controller.ts,55,updateAll,remaining,"RolesGuard",false,'director','super_admin','admin',svc,svc.updateAll,true
PUT,/api/ideal-rasm/:key,modules/remaining/ideal-rasm.controller.ts,62,updateOne,remaining,"RolesGuard",false,'director','super_admin','admin',svc,svc.updateOne,true
GET,/api/material-balance/overview,modules/remaining/material-balance.controller.ts,35,getOverview,remaining,"",false,,stub/dead,svc.getOverview,true
GET,/api/material-balance/overview/v2,modules/remaining/material-balance.controller.ts,45,getOverviewV2,remaining,"",false,,stub/dead,svc.getOverview,true
GET,/api/material-balance/alerts,modules/remaining/material-balance.controller.ts,52,getAlerts,remaining,"",false,,svc,svc.getAlerts,true
GET,/api/material-balance/internal-requests,modules/remaining/material-balance.controller.ts,57,getInternalRequests,remaining,"",false,,svc,svc.getInternalRequests,true
PATCH,/api/material-balance/internal-requests/:id/approve,modules/remaining/material-balance.controller.ts,62,approveRequest,remaining,"RolesGuard",false,'admin','super_admin','director','warehouse_manager','manager',svc,svc.approveRequest,true
PATCH,/api/material-balance/internal-requests/:id/issue,modules/remaining/material-balance.controller.ts,73,issueRequest,remaining,"RolesGuard",false,'admin','super_admin','director','warehouse_manager','manager',svc,svc.issueRequest,true
GET,/api/material-balance/production,modules/remaining/material-balance.controller.ts,80,getProduction,remaining,"",false,,svc,svc.getProduction,true
POST,/api/material-balance/production/take,modules/remaining/material-balance.controller.ts,85,takeMaterial,remaining,"RolesGuard",false,'admin','super_admin','production_manager','pp_manager','manager',svc,svc.takeMaterial,true
POST,/api/material-balance/production/use,modules/remaining/material-balance.controller.ts,92,useMaterial,remaining,"RolesGuard",false,'admin','super_admin','production_manager','pp_manager','manager',svc,svc.useMaterial,true
POST,/api/material-balance/production/return,modules/remaining/material-balance.controller.ts,99,returnMaterial,remaining,"RolesGuard",false,'admin','super_admin','production_manager','pp_manager','manager',svc,svc.returnMaterial,true
POST,/api/material-balance/negative-stock-check,modules/remaining/material-balance.controller.ts,106,negativeStockCheck,remaining,"",false,,svc,svc.negativeStockCheck,false
GET,/api/material-balance/:materialId/history,modules/remaining/material-balance.controller.ts,111,getHistory,remaining,"",false,,svc,svc.getHistory,false
GET,/api/material-balance/movements,modules/remaining/material-balance.controller.ts,124,getMovements,remaining,"",false,,real?,,true
POST,/api/material-balance/movements,modules/remaining/material-balance.controller.ts,134,createMovement,remaining,"",false,,svc,svc.getReconciliation,true
GET,/api/material-balance/:materialId/reconciliation,modules/remaining/material-balance.controller.ts,158,getReconciliation,remaining,"",false,,svc,svc.getReconciliation,false
GET,/api/material-balance/warehouse/:warehouseId,modules/remaining/material-balance.controller.ts,163,getByWarehouse,remaining,"",false,,svc,svc.getByWarehouse,false
GET,/api/order-status/chain,modules/remaining/order-status.controller.ts,36,getStatusChain,remaining,"JwtAuthGuard",false,,svc,svc.getStatusChain,true
GET,/api/order-status/transitions,modules/remaining/order-status.controller.ts,43,getTransitions,remaining,"JwtAuthGuard",false,,stub/dead,svc.getStatusLog,true
GET,/api/order-status/:orderId/log,modules/remaining/order-status.controller.ts,48,getStatusLog,remaining,"JwtAuthGuard",false,,stub/dead,svc.getStatusLog,true
GET,/api/order-status/:orderId/log/v2,modules/remaining/order-status.controller.ts,58,getStatusLogV2,remaining,"JwtAuthGuard",false,,stub/dead,svc.getStatusLog,true
POST,/api/order-status/:orderId/transition,modules/remaining/order-status.controller.ts,70,transition,remaining,"JwtAuthGuard",false,,svc,svc.transition,false
POST,/api/order-status/:orderId/design-approved,modules/remaining/order-status.controller.ts,80,designApproved,remaining,"JwtAuthGuard",false,,svc,svc.designApproved,false
POST,/api/order-status/:orderId/tech-approved,modules/remaining/order-status.controller.ts,89,techApproved,remaining,"JwtAuthGuard",false,,svc,svc.techApproved,false
POST,/api/order-status/:orderId/advance-received,modules/remaining/order-status.controller.ts,95,advanceReceived,remaining,"JwtAuthGuard",false,,svc,svc.advanceReceived,false
POST,/api/order-status/:orderId/qc-result,modules/remaining/order-status.controller.ts,101,qcResult,remaining,"JwtAuthGuard",false,,svc,svc.qcResult,false
POST,/api/order-status/:orderId/mes-complete,modules/remaining/order-status.controller.ts,107,mesComplete,remaining,"JwtAuthGuard",false,,svc,svc.mesComplete,false
POST,/api/order-status/:orderId/delivery-failed,modules/remaining/order-status.controller.ts,113,deliveryFailed,remaining,"JwtAuthGuard",false,,svc,svc.deliveryFailed,false
GET,/api/order-status/:orderId/machine-breakdown,modules/remaining/order-status.controller.ts,119,getMachineBreakdown,remaining,"JwtAuthGuard",false,,real?,,false
GET,/api/production-facts,modules/remaining/production-facts.controller.ts,30,getAll,remaining,"",false,,stub/dead,svc.getAll,true
GET,/api/production-facts/variance,modules/remaining/production-facts.controller.ts,35,getVariance,remaining,"",false,,stub/dead,svc.getVariance,true
GET,/api/production-facts/operators,modules/remaining/production-facts.controller.ts,40,getOperators,remaining,"",false,,stub/dead,svc.getOperators,true
GET,/api/production-facts/operators/v2,modules/remaining/production-facts.controller.ts,50,getOperatorsV2,remaining,"",false,,stub/dead,svc.getOperators,true
POST,/api/production-facts,modules/remaining/production-facts.controller.ts,60,create,remaining,"RolesGuard",false,'admin','super_admin','production_manager','pp_manager','operator',svc,svc.create,true
GET,/api/reports-hub/dashboard,modules/remaining/reports-hub.controller.ts,34,getDashboard,remaining,"RolesGuard",false,,stub/dead,svc.getDashboard,true
GET,/api/reports-hub/categories,modules/remaining/reports-hub.controller.ts,39,getCategories,remaining,"RolesGuard",false,,stub/dead,svc.getCategories,true
GET,/api/reports-hub/definitions,modules/remaining/reports-hub.controller.ts,44,getDefinitions,remaining,"RolesGuard",false,,stub/dead,svc.getDefinitions,true
GET,/api/reports-hub/definitions/v2,modules/remaining/reports-hub.controller.ts,54,getDefinitionsV2,remaining,"RolesGuard",false,,stub/dead,svc.getDefinitions,true
POST,/api/reports-hub/definitions,modules/remaining/reports-hub.controller.ts,64,createDefinition,remaining,"RolesGuard",false,,svc,svc.createDefinition,true
GET,/api/reports-hub/runs,modules/remaining/reports-hub.controller.ts,70,getRuns,remaining,"RolesGuard",false,,svc,svc.getRuns,true
GET,/api/reports-hub/runs/:runId,modules/remaining/reports-hub.controller.ts,75,getRun,remaining,"RolesGuard",false,,svc,svc.getRun,true
POST,/api/reports-hub/generate/:definitionId,modules/remaining/reports-hub.controller.ts,80,generateReport,remaining,"RolesGuard",false,,svc,svc.generateReport,true
POST,/api/reports-hub/seed-categories,modules/remaining/reports-hub.controller.ts,89,seedCategories,remaining,"RolesGuard",false,,svc,svc.seedCategories,true
GET,/api/reports-hub/subscriptions,modules/remaining/reports-hub.controller.ts,94,getSubscriptions,remaining,"RolesGuard",false,,svc,svc.getSubscriptions,true
POST,/api/reports-hub/subscriptions,modules/remaining/reports-hub.controller.ts,99,createSubscription,remaining,"RolesGuard",false,,svc,svc.createSubscription,true
DELETE,/api/reports-hub/subscriptions/:id,modules/remaining/reports-hub.controller.ts,108,deleteSubscription,remaining,"RolesGuard",false,,svc,svc.deleteSubscription,true
GET,/api/system/health,modules/remaining/system.controller.ts,33,getHealth,remaining,"RolesGuard",false,,svc,svc.getHealth,true
GET,/api/system/db-stats,modules/remaining/system.controller.ts,38,getDbStats,remaining,"RolesGuard",false,,stub/dead,svc.getDbStats,true
GET,/api/system/cron-jobs,modules/remaining/system.controller.ts,43,getCronJobs,remaining,"RolesGuard",false,,stub/dead,svc.getCronJobs,true
GET,/api/system/cron-jobs/v2,modules/remaining/system.controller.ts,55,getCronJobsV2,remaining,"RolesGuard",false,,stub/dead,svc.getCronJobs,true
GET,/api/system,modules/remaining/system.controller.ts,66,getSystemInfo,remaining,"RolesGuard",false,,svc,svc.getIntegrations,true
GET,/api/system/integrations,modules/remaining/system.controller.ts,69,getIntegrations,remaining,"RolesGuard",false,,svc,svc.getIntegrations,true
POST,/api/supply-chain/refresh,modules/remaining/system.controller.ts,83,refresh,remaining,"RolesGuard",false,'admin','super_admin','director','purchaser','purchase_manager',svc,svc.getSettings,false
GET,/api/system/settings,modules/remaining/system.controller.ts,99,getSettings,remaining,"RolesGuard",false,'admin','super_admin','director',svc,svc.getSettings,false
PUT,/api/system/settings,modules/remaining/system.controller.ts,104,updateSettings,remaining,"RolesGuard",false,,svc,svc.updateSettings,false
GET,/api/3way-match/results,modules/remaining/three-way-match.controller.ts,35,getResults,remaining,"RolesGuard",false,...CAN_VIEW,stub/dead,svc.getResults,true
GET,/api/3way-match/results/v2,modules/remaining/three-way-match.controller.ts,51,getResultsV2,remaining,"RolesGuard",false,...CAN_VIEW,stub/dead,svc.getResults,true
POST,/api/3way-match/perform,modules/remaining/three-way-match.controller.ts,68,perform,remaining,"RolesGuard",false,...CAN_MATCH,svc,svc.perform,true
GET,/api/waste/records,modules/remaining/waste.controller.ts,30,getRecords,remaining,"",false,,stub/dead,svc.getRecords,true
GET,/api/waste/records/v2,modules/remaining/waste.controller.ts,40,getRecordsV2,remaining,"",false,,stub/dead,svc.getRecords,true
POST,/api/waste/records,modules/remaining/waste.controller.ts,50,createRecord,remaining,"RolesGuard",false,'admin','super_admin','production_manager','pp_manager','operator','manager',svc,svc.createRecord,true
PATCH,/api/waste/records/:id,modules/remaining/waste.controller.ts,58,updateRecord,remaining,"RolesGuard",false,'admin','super_admin','production_manager','pp_manager','manager',svc,svc.updateRecord,true
GET,/api/waste/dashboard,modules/remaining/waste.controller.ts,65,getDashboard,remaining,"",false,,svc,svc.getDashboard,true
GET,/api/waste/trends,modules/remaining/waste.controller.ts,70,getTrends,remaining,"",false,,svc,svc.getTrends,true
GET,/api/waste/targets,modules/remaining/waste.controller.ts,75,getTargets,remaining,"",false,,svc,svc.getTargets,true
POST,/api/waste/targets,modules/remaining/waste.controller.ts,80,createTarget,remaining,"RolesGuard",false,'admin','super_admin','director','manager',svc,svc.createTarget,true
GET,/api/waste/analysis,modules/remaining/waste.controller.ts,88,getAnalysis,remaining,"",false,,svc,svc.getAnalysis,true
GET,/api/weekly-plans/stats/summary,modules/remaining/weekly-plan.controller.ts,33,getStatsSummary,remaining,"RolesGuard",false,,svc,svc.getStatsSummary,true
GET,/api/weekly-plans,modules/remaining/weekly-plan.controller.ts,38,getAll,remaining,"RolesGuard",false,,svc,svc.getAll,true
GET,/api/weekly-plans/v2,modules/remaining/weekly-plan.controller.ts,56,getAllV2,remaining,"RolesGuard",false,,stub/dead,svc.getAll,true
POST,/api/weekly-plans,modules/remaining/weekly-plan.controller.ts,73,create,remaining,"RolesGuard",false,,svc,svc.create,true
GET,/api/weekly-plans/:id,modules/remaining/weekly-plan.controller.ts,84,getOne,remaining,"RolesGuard",false,,svc,svc.getOne,true
PATCH,/api/weekly-plans/:id,modules/remaining/weekly-plan.controller.ts,91,update,remaining,"RolesGuard",false,,svc,svc.update,true
PATCH,/api/weekly-plans/:id/approve,modules/remaining/weekly-plan.controller.ts,102,approve,remaining,"RolesGuard",false,,svc,svc.approve,true
DELETE,/api/weekly-plans/:id,modules/remaining/weekly-plan.controller.ts,109,deletePlan,remaining,"RolesGuard",false,'admin','super_admin','director','manager','department_head',svc,svc.deletePlan,true
GET,/api/sd/contracts,modules/sd/presentation/sd-contracts.controller.ts,35,list,sd,"JwtAuthGuard, RolesGuard",false,,real?,,true
PATCH,/api/sd/contracts/:id/sign,modules/sd/presentation/sd-contracts.controller.ts,75,sign,sd,"JwtAuthGuard, RolesGuard",false,'sales_manager','director','super_admin',real?,,true
GET,/api/sd/customers,modules/sd/presentation/sd-customers.controller.ts,109,list,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.list,true
GET,/api/sd/customers/export,modules/sd/presentation/sd-customers.controller.ts,123,exportCustomers,sd,"JwtAuthGuard, RolesGuard",false,'super_admin','director','sales_manager',svc,svc.exportCsv,true
GET,/api/sd/customers/:id,modules/sd/presentation/sd-customers.controller.ts,140,getById,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getById,true
GET,/api/sd/customers/:id/360,modules/sd/presentation/sd-customers.controller.ts,177,get360View,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.get360View,true
POST,/api/sd/customers,modules/sd/presentation/sd-customers.controller.ts,188,create,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,i18n.t,true
PUT,/api/sd/customers/:id,modules/sd/presentation/sd-customers.controller.ts,202,update,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.update,true
DELETE,/api/sd/customers/:id,modules/sd/presentation/sd-customers.controller.ts,219,delete,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,'super_admin','director',svc,svc.softDelete,true
GET,/api/sd/customers/:id/contacts,modules/sd/presentation/sd-customers.controller.ts,230,getContacts,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getContacts,true
POST,/api/sd/customers/:id/contacts,modules/sd/presentation/sd-customers.controller.ts,239,addContact,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.addContact,true
PUT,/api/sd/customers/:id/contacts/:cid,modules/sd/presentation/sd-customers.controller.ts,255,updateContact,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.updateContact,true
DELETE,/api/sd/customers/:id/contacts/:cid,modules/sd/presentation/sd-customers.controller.ts,276,deleteContact,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,...SD_WRITE_ROLES,svc,svc.deleteContact,true
GET,/api/sd/customers/:id/interactions,modules/sd/presentation/sd-customers.controller.ts,287,getInteractions,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getInteractions,true
POST,/api/sd/customers/:id/interactions,modules/sd/presentation/sd-customers.controller.ts,296,addInteraction,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.addInteraction,true
GET,/api/sd/customers/:id/documents,modules/sd/presentation/sd-customers.controller.ts,306,getDocuments,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getDocuments,true
POST,/api/sd/customers/:id/documents,modules/sd/presentation/sd-customers.controller.ts,315,addDocument,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.addDocument,true
DELETE,/api/sd/customers/:id/documents/:did,modules/sd/presentation/sd-customers.controller.ts,326,deleteDocument,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,...SD_WRITE_ROLES,svc,svc.deleteDocument,true
GET,/api/sd/customers/:id/competitors,modules/sd/presentation/sd-customers.controller.ts,337,getCompetitors,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getCompetitors,true
POST,/api/sd/customers/:id/competitors,modules/sd/presentation/sd-customers.controller.ts,346,addCompetitor,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,i18n.t,true
DELETE,/api/sd/customers/:id/competitors/:coid,modules/sd/presentation/sd-customers.controller.ts,358,deleteCompetitor,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,...SD_WRITE_ROLES,svc,svc.deleteCompetitor,true
GET,/api/sd/customers/:id/nps,modules/sd/presentation/sd-customers.controller.ts,370,getNps,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getNps,true
POST,/api/sd/customers/:id/nps,modules/sd/presentation/sd-customers.controller.ts,379,addNps,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.addNps,true
PATCH,/api/sd/customers/:id/internal,modules/sd/presentation/sd-customers.controller.ts,391,updateInternalNotes,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.updateInternalNotes,true
GET,/api/sd/customers/:id/complaints,modules/sd/presentation/sd-customers.controller.ts,401,getComplaints,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getComplaints,true
POST,/api/sd/customers/:id/complaints,modules/sd/presentation/sd-customers.controller.ts,410,createComplaint,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,...SD_WRITE_ROLES,svc,svc.createComplaint,true
POST,/api/sd/customers/:id/complaints/:cid/resolve,modules/sd/presentation/sd-customers.controller.ts,430,resolveComplaint,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,...SD_WRITE_ROLES,svc,svc.resolveComplaint,true
GET,/api/sd/dashboard/overview,modules/sd/presentation/sd-dashboard.controller.ts,38,getOverview,sd,"JwtAuthGuard",false,,svc,svc.getOverview,true
GET,/api/sd/dashboard/manager-actions,modules/sd/presentation/sd-dashboard.controller.ts,45,getManagerActions,sd,"JwtAuthGuard",false,,svc,svc.getManagerActions,true
GET,/api/sd/dashboard/quota,modules/sd/presentation/sd-dashboard.controller.ts,52,getQuotaStats,sd,"JwtAuthGuard",false,,svc,svc.getQuotaStats,true
GET,/api/sd/deliveries,modules/sd/presentation/sd-deliveries.controller.ts,45,getDeliveries,sd,"JwtAuthGuard, RolesGuard",false,,svc,deliveriesService.findAll,true
POST,/api/sd/deliveries,modules/sd/presentation/sd-deliveries.controller.ts,54,createDelivery,sd,"JwtAuthGuard, RolesGuard",false,,svc,deliveriesService.create,true
GET,/api/sd/deliveries/:id,modules/sd/presentation/sd-deliveries.controller.ts,70,getDelivery,sd,"JwtAuthGuard, RolesGuard",false,,svc,deliveriesService.findOne,true
PATCH,/api/sd/deliveries/:id/status,modules/sd/presentation/sd-deliveries.controller.ts,79,updateDeliveryStatus,sd,"JwtAuthGuard, RolesGuard",false,,svc,deliveriesService.updateStatus,true
GET,/api/sd/invoices,modules/sd/presentation/sd-invoices.controller.ts,58,getInvoices,sd,"JwtAuthGuard, RolesGuard",false,Role.FINANCE_MANAGER,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SALES_MANAGER,svc,queryBus.execute,true
GET,/api/sd/invoices/:id,modules/sd/presentation/sd-invoices.controller.ts,82,getInvoice,sd,"JwtAuthGuard, RolesGuard",false,Role.FINANCE_MANAGER,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SALES_MANAGER,svc,queryBus.execute,true
POST,/api/sd/invoices,modules/sd/presentation/sd-invoices.controller.ts,97,createInvoice,sd,"JwtAuthGuard, RolesGuard",false,Role.FINANCE_MANAGER,Role.SUPER_ADMIN,Role.SALES_MANAGER,svc,commandBus.execute,true
GET,/api/sd/leads,modules/sd/presentation/sd-leads.controller.ts,43,list,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.list,true
GET,/api/sd/leads/stats,modules/sd/presentation/sd-leads.controller.ts,54,getStats,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getStats,true
GET,/api/sd/leads/export,modules/sd/presentation/sd-leads.controller.ts,61,export,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,...SD_ADMIN_ROLES,svc,svc.exportLeads,true
POST,/api/sd/leads/import,modules/sd/presentation/sd-leads.controller.ts,71,importLeads,sd,"JwtAuthGuard, RolesGuard",false,...SD_ADMIN_ROLES,svc,svc.create,true
GET,/api/sd/leads/:id,modules/sd/presentation/sd-leads.controller.ts,91,getById,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getById,true
POST,/api/sd/leads,modules/sd/presentation/sd-leads.controller.ts,103,create,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.create,true
PATCH,/api/sd/leads/:id,modules/sd/presentation/sd-leads.controller.ts,115,update,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.update,true
